Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age
255,14-01-2020 10:00,01-11-2020 14:00,11-01-2020 21:38,Meerut,233,FIREARM OFFENSE,68
256,13-01-2020 17:00,01-11-2020 15:00,12-01-2020 06:45,Kolkata,581,PUBLIC INTOXICATION,76
257,12-01-2020 13:00,01-11-2020 16:00,12-01-2020 00:13,Hyderabad,230,EXTORTION,47
258,11-01-2020 19:00,01-11-2020 17:00,11-01-2020 17:21,Ahmedabad,402,IDENTITY THEFT,22
259,12-01-2020 22:00,01-11-2020 18:00,11-01-2020 22:11,Mumbai,151,EXTORTION,33
260,13-01-2020 07:00,01-11-2020 19:00,12-01-2020 08:18,Indore,366,KIDNAPPING,55
261,12-01-2020 20:00,01-11-2020 20:00,12-01-2020 01:13,Chennai,542,BURGLARY,11
262,12-01-2020 22:00,01-11-2020 21:00,12-01-2020 07:49,Ghaziabad,145,COUNTERFEITING,49
263,12-01-2020 20:00,01-11-2020 22:00,12-01-2020 08:50,Kolkata,142,IDENTITY THEFT,56
264,13-01-2020 22:00,01-11-2020 23:00,12-01-2020 22:04,Kanpur,261,SEXUAL ASSAULT,69
265,12-01-2020 17:00,01-12-2020 00:00,12-01-2020 19:08,Visakhapatnam,152,COUNTERFEITING,79
266,12-01-2020 12:00,01-12-2020 01:00,12-01-2020 03:39,Chennai,430,IDENTITY THEFT,17
267,13-01-2020 16:00,01-12-2020 02:00,12-01-2020 08:13,Nagpur,203,ILLEGAL POSSESSION,71
268,14-01-2020 10:00,01-12-2020 03:00,12-01-2020 23:31,Kanpur,508,KIDNAPPING,16
269,12-01-2020 14:00,01-12-2020 04:00,12-01-2020 08:35,Surat,590,ROBBERY,71
270,15-01-2020 00:00,01-12-2020 05:00,12-01-2020 07:42,Srinagar,491,SHOPLIFTING,50
271,13-01-2020 08:00,01-12-2020 06:00,12-01-2020 08:31,Indore,586,DRUG OFFENSE,38
272,14-01-2020 20:00,01-12-2020 07:00,12-01-2020 23:49,Hyderabad,292,PUBLIC INTOXICATION,39
273,13-01-2020 00:00,01-12-2020 08:00,12-01-2020 11:51,Delhi,584,IDENTITY THEFT,36
274,14-01-2020 04:00,01-12-2020 09:00,12-01-2020 14:37,Bangalore,515,VEHICLE - STOLEN,56
275,14-01-2020 05:00,01-12-2020 10:00,13-01-2020 04:01,Bhopal,350,TRAFFIC VIOLATION,78
276,14-01-2020 16:00,01-12-2020 11:00,13-01-2020 06:07,Ahmedabad,546,ASSAULT,21
277,12-01-2020 23:00,01-12-2020 12:00,13-01-2020 10:15,Indore,115,ASSAULT,10
278,15-01-2020 05:00,01-12-2020 13:00,12-01-2020 13:29,Bhopal,254,TRAFFIC VIOLATION,44
279,14-01-2020 09:00,01-12-2020 14:00,13-01-2020 04:56,Chennai,410,TRAFFIC VIOLATION,58
280,13-01-2020 05:00,01-12-2020 15:00,13-01-2020 04:19,Ludhiana,217,KIDNAPPING,45
281,15-01-2020 11:00,01-12-2020 16:00,13-01-2020 10:14,Srinagar,189,FIREARM OFFENSE,12
282,13-01-2020 12:00,01-12-2020 17:00,13-01-2020 00:49,Ludhiana,180,FRAUD,62
283,13-01-2020 03:00,01-12-2020 18:00,13-01-2020 01:20,Ludhiana,215,BURGLARY,48
284,14-01-2020 19:00,01-12-2020 19:00,13-01-2020 03:34,Mumbai,481,ARSON,55
285,14-01-2020 12:00,01-12-2020 20:00,13-01-2020 15:38,Indore,577,ASSAULT,70
286,15-01-2020 04:00,01-12-2020 21:00,13-01-2020 05:53,Mumbai,212,SHOPLIFTING,38
287,13-01-2020 00:00,01-12-2020 22:00,13-01-2020 16:05,Pune,244,VEHICLE - STOLEN,12
288,14-01-2020 15:00,01-12-2020 23:00,13-01-2020 01:39,Bangalore,363,IDENTITY THEFT,30
289,14-01-2020 08:00,01-13-2020 00:00,13-01-2020 15:29,Chennai,550,ILLEGAL POSSESSION,25
290,15-01-2020 11:00,01-13-2020 01:00,13-01-2020 10:14,Ahmedabad,484,EXTORTION,22
291,13-01-2020 23:00,01-13-2020 02:00,13-01-2020 08:25,Chennai,515,SHOPLIFTING,69
292,15-01-2020 23:00,01-13-2020 03:00,13-01-2020 20:23,Chennai,307,BURGLARY,31
293,14-01-2020 22:00,01-13-2020 04:00,13-01-2020 11:50,Thane,289,BURGLARY,59
294,14-01-2020 17:00,01-13-2020 05:00,13-01-2020 10:55,Chennai,562,ASSAULT,51
295,15-01-2020 15:00,01-13-2020 06:00,13-01-2020 11:43,Bangalore,568,DOMESTIC VIOLENCE,48
296,13-01-2020 17:00,01-13-2020 07:00,13-01-2020 13:14,Kolkata,262,VANDALISM,62
297,13-01-2020 20:00,01-13-2020 08:00,13-01-2020 16:27,Delhi,546,TRAFFIC VIOLATION,50
298,15-01-2020 06:00,01-13-2020 09:00,14-01-2020 04:47,Kolkata,199,IDENTITY THEFT,32
299,15-01-2020 07:00,01-13-2020 10:00,14-01-2020 04:55,Srinagar,513,SEXUAL ASSAULT,40
300,15-01-2020 07:00,01-13-2020 11:00,14-01-2020 04:57,Nagpur,256,ROBBERY,55
301,16-01-2020 08:00,01-13-2020 12:00,14-01-2020 08:43,Jaipur,390,IDENTITY THEFT,64
302,16-01-2020 01:00,01-13-2020 13:00,14-01-2020 00:49,Chennai,206,ARSON,59
303,13-01-2020 16:00,01-13-2020 14:00,13-01-2020 21:22,Kanpur,491,DOMESTIC VIOLENCE,12
304,15-01-2020 00:00,01-13-2020 15:00,13-01-2020 20:23,Kalyan,139,PUBLIC INTOXICATION,30
305,13-01-2020 22:00,01-13-2020 16:00,13-01-2020 16:47,Pune,126,TRAFFIC VIOLATION,13
306,14-01-2020 05:00,01-13-2020 17:00,14-01-2020 07:31,Faridabad,431,FIREARM OFFENSE,27
307,14-01-2020 01:00,01-13-2020 18:00,13-01-2020 22:40,Kanpur,528,TRAFFIC VIOLATION,50
308,15-01-2020 03:00,01-13-2020 19:00,14-01-2020 07:24,Indore,282,COUNTERFEITING,66
309,14-01-2020 12:00,01-13-2020 20:00,14-01-2020 17:26,Bangalore,577,SEXUAL ASSAULT,26
310,15-01-2020 17:00,01-13-2020 21:00,14-01-2020 16:26,Ahmedabad,494,DOMESTIC VIOLENCE,35
311,16-01-2020 17:00,01-13-2020 22:00,14-01-2020 16:21,Delhi,395,DRUG OFFENSE,29
312,15-01-2020 22:00,01-13-2020 23:00,14-01-2020 12:22,Kolkata,276,ARSON,32
313,15-01-2020 00:00,01-14-2020 00:00,14-01-2020 16:05,Bangalore,560,DRUG OFFENSE,37
314,15-01-2020 01:00,01-14-2020 01:00,14-01-2020 04:12,Bangalore,217,ASSAULT,18
315,16-01-2020 04:00,01-14-2020 02:00,14-01-2020 17:13,Kanpur,389,BURGLARY,60
316,14-01-2020 20:00,01-14-2020 03:00,14-01-2020 19:05,Delhi,361,BURGLARY,42
317,14-01-2020 13:00,01-14-2020 04:00,14-01-2020 12:47,Mumbai,269,DOMESTIC VIOLENCE,42
318,15-01-2020 07:00,01-14-2020 05:00,14-01-2020 19:04,Nashik,106,COUNTERFEITING,67
319,15-01-2020 10:00,01-14-2020 06:00,14-01-2020 13:56,Lucknow,330,VANDALISM,79
320,16-01-2020 01:00,01-14-2020 07:00,15-01-2020 02:59,Bangalore,190,ARSON,41
321,16-01-2020 07:00,01-14-2020 08:00,14-01-2020 17:56,Pune,446,FRAUD,45
322,15-01-2020 16:00,01-14-2020 09:00,14-01-2020 15:37,Kolkata,503,TRAFFIC VIOLATION,62
323,15-01-2020 14:00,01-14-2020 10:00,14-01-2020 21:12,Bangalore,471,ARSON,64
324,15-01-2020 23:00,01-14-2020 11:00,14-01-2020 18:59,Mumbai,526,FRAUD,67
325,17-01-2020 07:00,01-14-2020 12:00,14-01-2020 20:43,Bangalore,589,SHOPLIFTING,67
326,17-01-2020 07:00,01-14-2020 13:00,15-01-2020 05:46,Visakhapatnam,344,VANDALISM,45
327,16-01-2020 01:00,01-14-2020 14:00,15-01-2020 12:44,Patna,470,ROBBERY,53
328,14-01-2020 17:00,01-14-2020 15:00,15-01-2020 13:02,Bangalore,506,BURGLARY,68
329,15-01-2020 07:00,01-14-2020 16:00,15-01-2020 02:16,Mumbai,187,ARSON,70
330,17-01-2020 16:00,01-14-2020 17:00,15-01-2020 16:31,Surat,570,DRUG OFFENSE,42
331,16-01-2020 00:00,01-14-2020 18:00,15-01-2020 13:53,Delhi,358,ARSON,15
332,15-01-2020 16:00,01-14-2020 19:00,14-01-2020 21:22,Delhi,586,ILLEGAL POSSESSION,57
333,15-01-2020 07:00,01-14-2020 20:00,15-01-2020 07:04,Mumbai,534,COUNTERFEITING,70
334,16-01-2020 20:00,01-14-2020 21:00,15-01-2020 13:22,Hyderabad,225,VANDALISM,42
335,16-01-2020 01:00,01-14-2020 22:00,15-01-2020 21:18,Bangalore,331,SHOPLIFTING,77
336,15-01-2020 02:00,01-14-2020 23:00,15-01-2020 20:02,Ahmedabad,359,SHOPLIFTING,40
337,15-01-2020 19:00,01-15-2020 00:00,15-01-2020 15:06,Delhi,574,COUNTERFEITING,53
338,17-01-2020 22:00,01-15-2020 01:00,15-01-2020 06:07,Faridabad,477,SEXUAL ASSAULT,21
339,16-01-2020 06:00,01-15-2020 02:00,15-01-2020 10:01,Kanpur,419,DOMESTIC VIOLENCE,64
340,15-01-2020 20:00,01-15-2020 03:00,15-01-2020 17:40,Ahmedabad,167,PUBLIC INTOXICATION,36
341,17-01-2020 08:00,01-15-2020 04:00,15-01-2020 16:24,Pune,101,ROBBERY,14
342,15-01-2020 07:00,01-15-2020 05:00,16-01-2020 04:41,Delhi,356,KIDNAPPING,30
343,16-01-2020 23:00,01-15-2020 06:00,15-01-2020 21:41,Pune,390,CYBERCRIME,46
344,16-01-2020 06:00,01-15-2020 07:00,15-01-2020 07:58,Ghaziabad,559,ASSAULT,48
345,15-01-2020 14:00,01-15-2020 08:00,15-01-2020 10:55,Meerut,344,SEXUAL ASSAULT,60
346,17-01-2020 18:00,01-15-2020 09:00,16-01-2020 04:37,Delhi,385,BURGLARY,11
347,17-01-2020 10:00,01-15-2020 10:00,16-01-2020 09:08,Mumbai,236,DOMESTIC VIOLENCE,76
348,17-01-2020 06:00,01-15-2020 11:00,16-01-2020 05:33,Delhi,277,ILLEGAL POSSESSION,55
349,17-01-2020 15:00,01-15-2020 12:00,16-01-2020 09:42,Lucknow,343,TRAFFIC VIOLATION,17
350,16-01-2020 10:00,01-15-2020 13:00,15-01-2020 18:19,Bangalore,387,PUBLIC INTOXICATION,50
351,18-01-2020 01:00,01-15-2020 14:00,16-01-2020 05:48,Pune,168,VEHICLE - STOLEN,73
352,15-01-2020 19:00,01-15-2020 15:00,16-01-2020 01:58,Mumbai,270,CYBERCRIME,44
353,16-01-2020 09:00,01-15-2020 16:00,16-01-2020 09:30,Delhi,205,ILLEGAL POSSESSION,64
354,16-01-2020 12:00,01-15-2020 17:00,16-01-2020 05:24,Vasai,272,EXTORTION,78
355,16-01-2020 19:00,01-15-2020 18:00,16-01-2020 00:09,Nashik,226,HOMICIDE,54
356,18-01-2020 02:00,01-15-2020 19:00,15-01-2020 21:21,Pune,562,BURGLARY,25
357,18-01-2020 06:00,01-15-2020 20:00,16-01-2020 16:30,Delhi,328,CYBERCRIME,44
358,17-01-2020 22:00,01-15-2020 21:00,16-01-2020 09:44,Lucknow,224,DRUG OFFENSE,12
359,16-01-2020 20:00,01-15-2020 22:00,16-01-2020 18:11,Lucknow,503,ASSAULT,31
360,17-01-2020 03:00,01-15-2020 23:00,16-01-2020 04:29,Kolkata,418,BURGLARY,14
361,17-01-2020 17:00,01-16-2020 00:00,16-01-2020 01:07,Meerut,568,ILLEGAL POSSESSION,14
362,17-01-2020 17:00,01-16-2020 01:00,16-01-2020 16:35,Ludhiana,502,CYBERCRIME,26
363,17-01-2020 18:00,01-16-2020 02:00,16-01-2020 13:30,Jaipur,227,ILLEGAL POSSESSION,51
364,17-01-2020 04:00,01-16-2020 03:00,16-01-2020 12:08,Nagpur,583,KIDNAPPING,11
365,19-01-2020 02:00,01-16-2020 04:00,16-01-2020 06:19,Jaipur,417,IDENTITY THEFT,43
366,16-01-2020 21:00,01-16-2020 05:00,16-01-2020 09:39,Nagpur,512,FRAUD,69
367,16-01-2020 19:00,01-16-2020 06:00,16-01-2020 08:38,Nashik,511,ILLEGAL POSSESSION,59
368,16-01-2020 08:00,01-16-2020 07:00,16-01-2020 21:25,Chennai,392,KIDNAPPING,31
369,19-01-2020 05:00,01-16-2020 08:00,16-01-2020 11:57,Indore,151,ILLEGAL POSSESSION,46
370,19-01-2020 04:00,01-16-2020 09:00,17-01-2020 02:08,Bangalore,213,COUNTERFEITING,28
371,19-01-2020 02:00,01-16-2020 10:00,17-01-2020 08:59,Ghaziabad,339,EXTORTION,62
372,17-01-2020 17:00,01-16-2020 11:00,17-01-2020 06:35,Delhi,286,FIREARM OFFENSE,36
373,17-01-2020 07:00,01-16-2020 12:00,16-01-2020 21:32,Delhi,282,SEXUAL ASSAULT,24
374,19-01-2020 08:00,01-16-2020 13:00,16-01-2020 13:15,Meerut,552,DOMESTIC VIOLENCE,36
375,18-01-2020 07:00,01-16-2020 14:00,16-01-2020 20:37,Delhi,510,DRUG OFFENSE,28
376,19-01-2020 11:00,01-16-2020 15:00,17-01-2020 04:29,Lucknow,558,BURGLARY,29
377,16-01-2020 23:00,01-16-2020 16:00,16-01-2020 17:57,Indore,432,BURGLARY,44
378,17-01-2020 19:00,01-16-2020 17:00,17-01-2020 11:31,Mumbai,103,BURGLARY,27
379,19-01-2020 16:00,01-16-2020 18:00,17-01-2020 00:53,Delhi,456,DRUG OFFENSE,19
380,17-01-2020 00:00,01-16-2020 19:00,17-01-2020 14:11,Ghaziabad,148,DRUG OFFENSE,36
381,19-01-2020 04:00,01-16-2020 20:00,16-01-2020 20:42,Surat,349,IDENTITY THEFT,69
382,17-01-2020 10:00,01-16-2020 21:00,17-01-2020 10:33,Mumbai,587,IDENTITY THEFT,63
383,17-01-2020 22:00,01-16-2020 22:00,17-01-2020 08:06,Kanpur,102,SEXUAL ASSAULT,38
384,19-01-2020 15:00,01-16-2020 23:00,17-01-2020 02:48,Thane,136,ILLEGAL POSSESSION,73
385,19-01-2020 23:00,01-17-2020 00:00,17-01-2020 15:49,Pune,203,COUNTERFEITING,57
386,19-01-2020 20:00,01-17-2020 01:00,17-01-2020 06:21,Mumbai,159,IDENTITY THEFT,45
387,19-01-2020 11:00,01-17-2020 02:00,17-01-2020 23:14,Indore,210,COUNTERFEITING,13
388,19-01-2020 16:00,01-17-2020 03:00,18-01-2020 01:17,Rajkot,454,TRAFFIC VIOLATION,59
389,17-01-2020 20:00,01-17-2020 04:00,17-01-2020 06:55,Pune,118,IDENTITY THEFT,79
390,19-01-2020 15:00,01-17-2020 05:00,17-01-2020 11:59,Nagpur,243,COUNTERFEITING,19
391,20-01-2020 02:00,01-17-2020 06:00,17-01-2020 07:59,Delhi,343,COUNTERFEITING,51
392,19-01-2020 12:00,01-17-2020 07:00,17-01-2020 17:42,Delhi,409,ILLEGAL POSSESSION,54
393,19-01-2020 18:00,01-17-2020 08:00,17-01-2020 13:19,Lucknow,489,VEHICLE - STOLEN,54
394,19-01-2020 05:00,01-17-2020 09:00,18-01-2020 04:19,Mumbai,524,CYBERCRIME,56
395,17-01-2020 21:00,01-17-2020 10:00,17-01-2020 22:19,Ahmedabad,324,SHOPLIFTING,65
396,18-01-2020 17:00,01-17-2020 11:00,18-01-2020 01:40,Delhi,161,DOMESTIC VIOLENCE,35
397,20-01-2020 04:00,01-17-2020 12:00,18-01-2020 06:50,Chennai,248,BURGLARY,69
398,19-01-2020 15:00,01-17-2020 13:00,18-01-2020 00:41,Jaipur,367,ROBBERY,78
399,17-01-2020 20:00,01-17-2020 14:00,18-01-2020 04:02,Kanpur,378,COUNTERFEITING,19
400,19-01-2020 22:00,01-17-2020 15:00,18-01-2020 09:27,Mumbai,120,TRAFFIC VIOLATION,67
401,18-01-2020 16:00,01-17-2020 16:00,17-01-2020 19:49,Meerut,567,DRUG OFFENSE,66
402,18-01-2020 05:00,01-17-2020 17:00,18-01-2020 03:18,Agra,169,BURGLARY,36
403,20-01-2020 06:00,01-17-2020 18:00,17-01-2020 23:02,Kolkata,505,COUNTERFEITING,52
404,17-01-2020 20:00,01-17-2020 19:00,18-01-2020 15:11,Varanasi,280,IDENTITY THEFT,77
405,19-01-2020 10:00,01-17-2020 20:00,18-01-2020 00:27,Pune,456,IDENTITY THEFT,38
406,19-01-2020 01:00,01-17-2020 21:00,18-01-2020 01:42,Srinagar,522,BURGLARY,14
407,20-01-2020 18:00,01-17-2020 22:00,18-01-2020 12:06,Hyderabad,305,EXTORTION,69
408,18-01-2020 17:00,01-17-2020 23:00,18-01-2020 16:06,Varanasi,491,DOMESTIC VIOLENCE,52
409,18-01-2020 16:00,01-18-2020 00:00,18-01-2020 11:14,Kanpur,219,PUBLIC INTOXICATION,72
410,20-01-2020 09:00,01-18-2020 01:00,18-01-2020 10:38,Chennai,505,SHOPLIFTING,49
411,21-01-2020 01:00,01-18-2020 02:00,18-01-2020 21:32,Kolkata,500,FIREARM OFFENSE,29
412,20-01-2020 14:00,01-18-2020 03:00,18-01-2020 20:04,Mumbai,129,KIDNAPPING,46
413,20-01-2020 02:00,01-18-2020 04:00,18-01-2020 21:47,Bangalore,213,VEHICLE - STOLEN,60
414,19-01-2020 19:00,01-18-2020 05:00,19-01-2020 01:23,Delhi,267,FRAUD,30
415,20-01-2020 09:00,01-18-2020 06:00,18-01-2020 07:58,Patna,371,VEHICLE - STOLEN,52
416,21-01-2020 02:00,01-18-2020 07:00,18-01-2020 19:33,Ahmedabad,481,COUNTERFEITING,23
417,18-01-2020 09:00,01-18-2020 08:00,18-01-2020 13:59,Thane,532,SHOPLIFTING,47
418,21-01-2020 02:00,01-18-2020 09:00,19-01-2020 04:50,Delhi,342,ROBBERY,36
419,18-01-2020 17:00,01-18-2020 10:00,18-01-2020 18:29,Ludhiana,237,DOMESTIC VIOLENCE,40
420,19-01-2020 20:00,01-18-2020 11:00,18-01-2020 23:45,Jaipur,205,ROBBERY,12
421,19-01-2020 02:00,01-18-2020 12:00,18-01-2020 18:00,Ghaziabad,142,SEXUAL ASSAULT,66
422,20-01-2020 15:00,01-18-2020 13:00,18-01-2020 17:06,Chennai,367,BURGLARY,33
423,18-01-2020 21:00,01-18-2020 14:00,19-01-2020 03:05,Hyderabad,163,KIDNAPPING,28
424,19-01-2020 06:00,01-18-2020 15:00,19-01-2020 03:08,Mumbai,342,TRAFFIC VIOLATION,40
425,20-01-2020 03:00,01-18-2020 16:00,19-01-2020 03:35,Lucknow,539,ILLEGAL POSSESSION,45
426,21-01-2020 14:00,01-18-2020 17:00,19-01-2020 12:57,Kolkata,176,CYBERCRIME,73
427,20-01-2020 11:00,01-18-2020 18:00,19-01-2020 12:57,Hyderabad,566,EXTORTION,29
428,19-01-2020 00:00,01-18-2020 19:00,18-01-2020 20:36,Bangalore,250,FIREARM OFFENSE,33
429,20-01-2020 10:00,01-18-2020 20:00,19-01-2020 12:48,Hyderabad,557,ILLEGAL POSSESSION,16
430,19-01-2020 18:00,01-18-2020 21:00,19-01-2020 20:16,Delhi,471,BURGLARY,46
431,20-01-2020 22:00,01-18-2020 22:00,19-01-2020 05:59,Jaipur,232,IDENTITY THEFT,14
432,21-01-2020 17:00,01-18-2020 23:00,19-01-2020 08:30,Mumbai,456,ILLEGAL POSSESSION,76
433,19-01-2020 04:00,01-19-2020 00:00,19-01-2020 23:38,Kalyan,467,BURGLARY,61
434,19-01-2020 17:00,01-19-2020 01:00,19-01-2020 20:58,Jaipur,598,SEXUAL ASSAULT,45
435,19-01-2020 09:00,01-19-2020 02:00,19-01-2020 05:19,Jaipur,368,FRAUD,13
436,19-01-2020 17:00,01-19-2020 03:00,19-01-2020 18:52,Delhi,523,BURGLARY,53
437,20-01-2020 20:00,01-19-2020 04:00,19-01-2020 22:02,Surat,319,ROBBERY,17
438,21-01-2020 17:00,01-19-2020 05:00,20-01-2020 00:09,Delhi,300,PUBLIC INTOXICATION,18
439,19-01-2020 18:00,01-19-2020 06:00,19-01-2020 22:48,Delhi,298,BURGLARY,18
440,21-01-2020 03:00,01-19-2020 07:00,20-01-2020 01:19,Meerut,217,DRUG OFFENSE,79
441,20-01-2020 12:00,01-19-2020 08:00,20-01-2020 05:16,Mumbai,357,VANDALISM,28
442,20-01-2020 23:00,01-19-2020 09:00,19-01-2020 14:43,Delhi,196,FIREARM OFFENSE,79
443,21-01-2020 17:00,01-19-2020 10:00,20-01-2020 09:01,Jaipur,588,SEXUAL ASSAULT,78
444,22-01-2020 09:00,01-19-2020 11:00,20-01-2020 01:54,Nagpur,502,VEHICLE - STOLEN,22
445,22-01-2020 05:00,01-19-2020 12:00,20-01-2020 08:35,Hyderabad,242,ILLEGAL POSSESSION,31
446,22-01-2020 03:00,01-19-2020 13:00,19-01-2020 20:08,Rajkot,556,SEXUAL ASSAULT,54
447,22-01-2020 00:00,01-19-2020 14:00,19-01-2020 19:39,Surat,567,KIDNAPPING,35
448,21-01-2020 04:00,01-19-2020 15:00,20-01-2020 00:49,Chennai,571,VEHICLE - STOLEN,64
449,19-01-2020 17:00,01-19-2020 16:00,20-01-2020 00:04,Pune,253,COUNTERFEITING,30
450,21-01-2020 19:00,01-19-2020 17:00,19-01-2020 20:37,Delhi,117,SEXUAL ASSAULT,69
451,20-01-2020 18:00,01-19-2020 18:00,19-01-2020 23:36,Delhi,118,IDENTITY THEFT,42
452,20-01-2020 12:00,01-19-2020 19:00,19-01-2020 21:05,Bhopal,551,FIREARM OFFENSE,68
453,22-01-2020 13:00,01-19-2020 20:00,20-01-2020 13:06,Kolkata,388,ROBBERY,55
454,22-01-2020 09:00,01-19-2020 21:00,19-01-2020 21:25,Mumbai,192,CYBERCRIME,70
455,22-01-2020 07:00,01-19-2020 22:00,20-01-2020 16:26,Hyderabad,292,CYBERCRIME,68
456,22-01-2020 19:00,01-19-2020 23:00,20-01-2020 04:20,Jaipur,569,BURGLARY,56
457,22-01-2020 23:00,01-20-2020 00:00,20-01-2020 03:37,Pune,421,VANDALISM,62
458,22-01-2020 00:00,01-20-2020 01:00,20-01-2020 16:14,Mumbai,283,ARSON,62
459,22-01-2020 19:00,01-20-2020 02:00,20-01-2020 23:26,Pune,398,CYBERCRIME,44
460,20-01-2020 09:00,01-20-2020 03:00,21-01-2020 00:18,Surat,284,COUNTERFEITING,58
461,22-01-2020 20:00,01-20-2020 04:00,20-01-2020 17:47,Kolkata,281,FRAUD,27
462,22-01-2020 07:00,01-20-2020 05:00,20-01-2020 06:14,Kolkata,561,SHOPLIFTING,73
463,21-01-2020 19:00,01-20-2020 06:00,20-01-2020 22:13,Visakhapatnam,441,COUNTERFEITING,54
464,20-01-2020 22:00,01-20-2020 07:00,21-01-2020 02:28,Pune,161,DOMESTIC VIOLENCE,59
465,23-01-2020 00:00,01-20-2020 08:00,20-01-2020 10:01,Delhi,154,FRAUD,27
466,20-01-2020 18:00,01-20-2020 09:00,21-01-2020 04:32,Indore,518,ARSON,53
467,20-01-2020 12:00,01-20-2020 10:00,20-01-2020 16:12,Chennai,208,FRAUD,39
468,21-01-2020 05:00,01-20-2020 11:00,20-01-2020 17:58,Delhi,354,DRUG OFFENSE,67
469,23-01-2020 05:00,01-20-2020 12:00,21-01-2020 01:02,Patna,471,ARSON,74
470,21-01-2020 05:00,01-20-2020 13:00,21-01-2020 08:13,Ghaziabad,576,TRAFFIC VIOLATION,72
471,20-01-2020 15:00,01-20-2020 14:00,21-01-2020 12:35,Pune,462,COUNTERFEITING,58
472,20-01-2020 21:00,01-20-2020 15:00,21-01-2020 12:36,Kanpur,594,ILLEGAL POSSESSION,76
473,22-01-2020 10:00,01-20-2020 16:00,21-01-2020 12:11,Ludhiana,182,PUBLIC INTOXICATION,43
474,22-01-2020 07:00,01-20-2020 17:00,21-01-2020 14:29,Nagpur,426,COUNTERFEITING,45
475,22-01-2020 04:00,01-20-2020 18:00,20-01-2020 21:56,Agra,570,FIREARM OFFENSE,28
476,21-01-2020 01:00,01-20-2020 19:00,21-01-2020 08:58,Delhi,412,SEXUAL ASSAULT,67
477,22-01-2020 03:00,01-20-2020 20:00,21-01-2020 13:05,Hyderabad,201,ROBBERY,47
478,23-01-2020 16:00,01-20-2020 21:00,21-01-2020 15:05,Mumbai,571,BURGLARY,77
479,22-01-2020 16:00,01-20-2020 22:00,21-01-2020 01:20,Meerut,398,SHOPLIFTING,57
480,22-01-2020 15:00,01-20-2020 23:00,21-01-2020 09:13,Kolkata,471,BURGLARY,54
481,21-01-2020 11:00,01-21-2020 00:00,21-01-2020 21:30,Bangalore,552,SEXUAL ASSAULT,39
482,22-01-2020 03:00,01-21-2020 01:00,21-01-2020 08:40,Ahmedabad,115,HOMICIDE,12
483,21-01-2020 09:00,01-21-2020 02:00,21-01-2020 11:42,Hyderabad,296,VEHICLE - STOLEN,24
484,23-01-2020 23:00,01-21-2020 03:00,21-01-2020 12:24,Surat,423,FRAUD,17
485,23-01-2020 14:00,01-21-2020 04:00,22-01-2020 00:18,Hyderabad,189,TRAFFIC VIOLATION,11
486,23-01-2020 23:00,01-21-2020 05:00,21-01-2020 08:40,Ghaziabad,380,BURGLARY,15
487,23-01-2020 14:00,01-21-2020 06:00,21-01-2020 17:49,Delhi,167,EXTORTION,48
488,22-01-2020 10:00,01-21-2020 07:00,22-01-2020 05:39,Chennai,242,CYBERCRIME,32
489,23-01-2020 19:00,01-21-2020 08:00,21-01-2020 13:10,Delhi,366,IDENTITY THEFT,65
490,24-01-2020 02:00,01-21-2020 09:00,22-01-2020 03:22,Mumbai,305,COUNTERFEITING,21
491,22-01-2020 12:00,01-21-2020 10:00,21-01-2020 12:19,Chennai,510,SHOPLIFTING,60
492,23-01-2020 00:00,01-21-2020 11:00,22-01-2020 02:20,Delhi,528,DRUG OFFENSE,40
493,21-01-2020 14:00,01-21-2020 12:00,21-01-2020 17:40,Ahmedabad,283,VANDALISM,54
494,22-01-2020 06:00,01-21-2020 13:00,21-01-2020 15:55,Mumbai,316,VEHICLE - STOLEN,28
495,22-01-2020 22:00,01-21-2020 14:00,22-01-2020 08:46,Jaipur,288,IDENTITY THEFT,63
496,24-01-2020 07:00,01-21-2020 15:00,21-01-2020 16:28,Ludhiana,515,FIREARM OFFENSE,21
497,22-01-2020 22:00,01-21-2020 16:00,22-01-2020 10:45,Kolkata,529,VEHICLE - STOLEN,75
498,24-01-2020 13:00,01-21-2020 17:00,21-01-2020 23:09,Mumbai,444,BURGLARY,16
499,23-01-2020 16:00,01-21-2020 18:00,21-01-2020 21:14,Bangalore,401,BURGLARY,31
500,22-01-2020 02:00,01-21-2020 19:00,21-01-2020 21:10,Chennai,580,ARSON,67
501,22-01-2020 23:00,01-21-2020 20:00,22-01-2020 08:30,Mumbai,408,SHOPLIFTING,18
502,22-01-2020 14:00,01-21-2020 21:00,22-01-2020 00:42,Bangalore,485,IDENTITY THEFT,59
503,23-01-2020 15:00,01-21-2020 22:00,22-01-2020 20:41,Bangalore,541,ASSAULT,41
504,23-01-2020 01:00,01-21-2020 23:00,22-01-2020 07:27,Pune,522,SHOPLIFTING,70
505,24-01-2020 06:00,01-22-2020 00:00,22-01-2020 00:46,Nagpur,334,CYBERCRIME,62
506,22-01-2020 06:00,01-22-2020 01:00,22-01-2020 23:28,Kolkata,464,HOMICIDE,16
507,24-01-2020 19:00,01-22-2020 02:00,22-01-2020 04:56,Chennai,402,SEXUAL ASSAULT,32
508,25-01-2020 00:00,01-22-2020 03:00,22-01-2020 06:35,Jaipur,372,COUNTERFEITING,10
